Casaubon,Kaibel
9.404f,9.69
9.405a,9.69
9.405b,9.69
9.405c,9.69
9.405d,9.69
9.405d,9.70
9.405e,9.70
9.405f,9.70
9.406a,9.70
9.406b,9.70
9.406b,9.71
9.406c,9.71
9.406d,9.71
9.406e,9.71
9.406e,9.72
9.406f,9.72
9.407a,9.72
9.407b,9.72
9.407c,9.72
9.407c,9.73
9.407d,9.73
9.407e,9.73
9.407f,9.73
9.408a,9.73
9.408a,9.74
9.408b,9.74
9.408b,9.75
9.408c,9.75
9.408d,9.75
9.408e,9.75
9.408f,9.75
9.408f,9.76
9.409a,9.76
9.409b,9.76
9.409c,9.76
9.409c,9.77
9.409d,9.77
9.409e,9.77
9.409f,9.77
9.409f,9.78
9.410a,9.78
9.410b,9.78
9.410b,9.79
9.410c,9.79
9.410d,9.79
9.410e,9.79
9.410f,9.79
9.410f,9.80
9.411a,9.80
10.411b,10.1
10.411c,10.1
10.411c,10.2
10.412a,10.2
10.412b,10.2
10.412b,10.3
10.412c,10.3
10.412d,10.3
10.412d,10.4
10.412e,10.4
10.412f,10.4
10.413a,10.4
10.413b,10.4
10.413c,10.4
10.413c,10.5
10.413d,10.5
10.413e,10.5
10.413f,10.5
10.413f,10.6
10.414a,10.6
10.414b,10.6
10.414c,10.6
10.414d,10.6
10.414d,10.7
10.414e,10.7
10.414f,10.7
10.415a,10.7
10.415b,10.7
10.415b,10.8
10.415c,10.8
10.415d,10.8
10.415e,10.8
10.415e,10.9
10.415f,10.9
10.416a,10.9
10.416b,10.9
10.416c,10.9
10.416c,10.10
10.416d,10.10
10.416e,10.10
10.416f,10.10
10.417a,10.10
10.417b,10.10
10.417b,10.11
10.417c,10.11
10.417d,10.11
10.417e,10.11
10.417f,10.11
10.418a,10.11
10.418b,10.11
10.418b,10.12
10.418c,10.12
10.418d,10.12
10.418e,10.12
10.418e,10.13
10.418f,10.13
10.419a,10.13
10.419a,10.14
10.419b,10.14
10.419c,10.14
10.419d,10.14
10.419e,10.14
10.419e,10.15
10.419f,10.15
10.420a,10.15
10.420b,10.15
10.420c,10.15
10.420c,10.16
10.420d,10.16
10.420e,10.16
10.420e,10.17
10.420f,10.17
10.421a,10.17
10.421b,10.17
10.421b,10.18
10.421c,10.18
10.421d,10.18
10.421e,10.18
10.421f,10.18
10.422a,10.18
10.422a,10.19
10.422b,10.19
10.422c,10.19
10.422d,10.19
10.422e,10.20
10.422f,10.20
10.423a,10.20
10.423a,10.21
10.423b,10.21
10.423c,10.21
10.423d,10.21
10.423d,10.22
10.423e,10.22
10.423f,10.22
10.424a,10.22
10.424a,10.23
10.424b,10.23
10.424c,10.23
10.424d,10.23
10.424d,10.24
10.424e,10.24
10.424f,10.24
10.425a,10.24
10.425a,10.25
10.425b,10.25
10.425c,10.25
10.425d,10.25
10.425d,10.26
10.425e,10.26
10.425f,10.26
10.425f,10.27
10.426a,10.27
10.426b,10.27
10.426c,10.27
10.426c,10.28
10.426d,10.28
10.426e,10.28
10.426f,10.28
10.427a,10.28
10.427a,10.29
10.427b,10.29
10.427c,10.29
10.427c,10.30
10.427d,10.30
10.427e,10.30
10.427e,10.31
10.427f,10.31
10.428a,10.31
10.428b,10.31
10.428b,10.32
10.428c,10.32
10.428d,10.32
10.428e,10.32
10.428e,10.33
10.428f,10.33
10.429a,10.33
10.429b,10.33
10.429b,10.34
10.429c,10.34
10.429d,10.34
10.429e,10.34
10.429f,10.34
10.429f,10.35
10.430a,10.35
10.430b,10.35
10.430c,10.35
10.430d,10.35
10.430d,10.36
10.430e,10.36
10.430f,10.36
10.430f,10.37
10.431a,10.37
10.431b,10.37
10.431c,10.37
10.431c,10.38
10.431d,10.38
10.431e,10.38
10.431f,10.38
10.431f,10.39
10.432a,10.39
10.432b,10.39
10.432b,10.40
10.432c,10.40
10.432d,10.40
10.432d,10.41
10.432e,10.41
10.432f,10.41
10.433a,10.41
10.433b,10.41
10.433b,10.42
10.433c,10.42
10.433d,10.42
10.433e,10.43
10.433f,10.43
10.434a,10.43
10.434a,10.44
10.434b,10.44
10.434c,10.44
10.434d,10.44
10.434d,10.45
10.434e,10.45
10.434f,10.45
10.435a,10.45
10.435a,10.46
10.435b,10.46
10.435c,10.46
10.435d,10.46
10.435d,10.47
10.435e,10.47
10.435f,10.47
10.436a,10.47
10.436b,10.47
10.436c,10.47
10.436d,10.47
10.436d,10.48
10.436e,10.48
10.436f,10.48
10.436f,10.49
10.437a,10.49
10.437b,10.49
10.437c,10.49
10.437d,10.49
10.437e,10.49
10.437e,10.50
10.437f,10.50
10.438a,10.50
10.438b,10.50
10.438b,10.51
10.438c,10.51
10.438d,10.51
10.438d,10.52
10.438e,10.52
10.438f,10.52
10.439a,10.52
10.439b,10.52
10.439b,10.53
10.439c,10.53
10.439d,10.53
10.439e,10.53
10.439e,10.54
10.439f,10.54
10.440a,10.54
10.440b,10.54
10.440b,10.55
10.440c,10.55
10.440d,10.55
10.440d,10.56
10.440e,10.56
10.440f,10.56
10.441a,10.56
10.441b,10.56
10.441b,10.57
10.441c,10.57
10.441d,10.57
10.441e,10.57
10.441e,10.58
10.441f,10.58
10.442a,10.58
10.442a,10.59
10.442b,10.59
10.442c,10.59
10.442d,10.59
10.442e,10.59
10.442e,10.60
10.442f,10.60
10.443a,10.60
10.443b,10.60
10.443c,10.60
10.443c,10.61
10.443d,10.61
10.443e,10.61
10.443f,10.61
10.444a,10.61
10.444b,10.61
10.444b,10.62
10.444c,10.62
10.444d,10.62
10.444d,10.63
10.444e,10.63
10.444f,10.63
10.445a,10.63
10.445b,10.63
10.445b,10.64
10.445c,10.64
10.445d,10.64
10.445e,10.64
10.445f,10.64
10.445f,10.65
10.446a,10.65
10.446b,10.65
10.446c,10.65
10.446d,10.65
10.446d,10.66
10.446e,10.66
10.446f,10.66
10.447a,10.66
10.447a,10.67
10.447b,10.67
10.447c,10.67
10.447d,10.67
10.447d,10.68
10.447e,10.68
10.447f,10.68
10.448a,10.68
10.448b,10.68
10.448b,10.69
10.448c,10.69
10.448d,10.69
10.448e,10.69
10.448e,10.70
10.448f,10.70
10.449a,10.70
10.449b,10.70
10.449c,10.70
10.449d,10.70
10.449d,10.71
10.449e,10.71
10.449f,10.71
10.450a,10.71
10.450b,10.71
10.450c,10.71
10.450c,10.72
10.450d,10.72
10.450e,10.72
10.450e,10.73
10.450f,10.73
10.451a,10.73
10.451b,10.73
10.451b,10.74
10.451c,10.74
10.451d,10.74
10.451e,10.74
10.451e,10.75
10.451f,10.75
10.452a,10.75
10.452b,10.75
10.452b,10.76
10.452c,10.76
10.452d,10.76
10.452d,10.77
10.452e,10.77
10.452e,10.78
10.452f,10.78
10.453a,10.78
10.453b,10.78
10.453c,10.78
10.453c,10.79
10.453d,10.79
10.453e,10.79
10.453f,10.79
10.454a,10.79
10.454a,10.80
10.454b,10.80
10.454c,10.80
10.454d,10.80
10.454e,10.80
10.454f,10.80
10.454f,10.81
10.455a,10.81
10.455b,10.81
10.455b,10.82
10.455c,10.82
10.455d,10.82
10.455d,10.83
10.455e,10.83
10.455f,10.83
10.456a,10.83
10.456b,10.83
10.456c,10.84
10.456d,10.84
10.456e,10.84
10.456f,10.84
10.457a,10.84
10.457a,10.85
10.457b,10.85
10.457c,10.85
10.457c,10.86
10.457d,10.86
10.457e,10.86
10.457f,10.86
10.458a,10.87
10.458b,10.87
10.458c,10.87
10.458d,10.87
10.458e,10.87
10.458f,10.87
10.458f,10.88
10.459a,10.88
10.459b,10.88
10.459b,10.89
10.459c,10.89
11.459a,11.1
11.460a,11.1
11.460b,11.1
11.460b,11.2
11.460c,11.2
11.460d,11.2
11.460d,11.3
11.460e,11.3
11.460f,11.3
11.460f,11.4
11.461a,11.4
11.461b,11.4
11.461c,11.4
11.461d,11.4
11.461e,11.4
11.461e,11.5
11.461f,11.5
11.462a,11.5
11.462a,11.6
11.462b,11.6
11.462c,11.6
11.462c,11.7
11.462d,11.7
11.462e,11.7
11.462f,11.7
11.463a,11.7
11.463a,11.8
11.463b,11.8
11.463c,11.8
11.463c,11.9
11.463d,11.9
11.463e,11.9
11.463e,11.10
11.463f,11.10
11.464a,11.10
11.464a,11.11
11.464b,11.11
11.464c,11.11
11.464d,11.11
11.464d,11.12
11.464e,11.12
11.464e,11.13
11.464f,11.13
11.465a,11.13
11.465b,11.13
11.465c,11.13
11.465c,11.14
11.465d,11.14
11.465e,11.14
11.465f,11.14
11.466a,11.14
11.466a,11.15
11.466b,11.15
11.466c,11.15
11.466d,11.15
11.781b,11.15
11.781c,11.15
11.781c,11.16
11.781d,11.16
11.781e,11.17
11.781f,11.17
11.782a,11.17
11.782a,11.18
11.782b,11.18
11.782b,11.19
11.782c,11.20
11.782d,11.20
11.782d,11.21
11.782d,11.22
11.782e,11.22
11.782f,11.22
11.782f,11.23
11.783a,11.23
11.783a,11.24
11.783b,11.24
11.783c,11.24
11.783c,11.25
11.783d,11.25
11.783e,11.25
11.783e,11.26
11.783f,11.26
11.784a,11.26
11.784a,11.27
11.784b,11.27
11.784b,11.28
11.784c,11.28
11.784d,11.29
11.784d,11.30
11.466d,11.30
11.466e,11.30
11.466f,11.30
11.467a,11.30
11.467b,11.30
11.467c,11.30
11.467c,11.31
11.467d,11.32
11.467e,11.32
11.467f,11.32
11.468a,11.33
11.468b,11.33
11.468c,11.34
11.468d,11.34
11.468e,11.34
11.468f,11.34
11.468f,11.35
11.469a,11.35
11.469a,11.36
11.469b,11.36
11.469b,11.37
11.469c,11.37
11.469c,11.38
11.469d,11.38
11.469e,11.38
11.469f,11.38
11.470a,11.39
11.470b,11.39
11.470c,11.39
11.470d,11.39
11.470d,11.40
11.470e,11.41
11.470f,11.41
11.471a,11.41
11.471b,11.41
11.471c,11.41
11.471c,11.42
11.471d,11.42
11.471e,11.42
11.471f,11.42
11.471f,11.43
11.472a,11.43
11.472b,11.43
11.472c,11.43
11.472c,11.44
11.472d,11.44
11.472e,11.44
11.472e,11.45
11.472f,11.45
11.473a,11.45
11.473b,11.45
11.473b,11.46
11.473c,11.46
11.473d,11.47
11.473e,11.47
11.473f,11.47
11.474a,11.47
11.474a,11.48
11.474b,11.48
11.474c,11.48
11.474d,11.48
11.474e,11.48
11.474e,11.49
11.474f,11.49
11.475a,11.49
11.475b,11.49
11.475c,11.49
11.475c,11.50
11.475d,11.50
11.475e,11.50
11.475f,11.50
11.476a,11.51
11.476b,11.51
11.476c,11.51
11.476d,11.51
11.476e,11.51
11.476e,11.52
11.476f,11.52
11.476f,11.53
11.477a,11.53
11.477b,11.53
11.477c,11.53
11.477d,11.53
11.477e,11.53
11.477e,11.54
11.477f,11.54
11.477f,11.55
11.478a,11.55
11.478b,11.55
11.478b,11.56
11.478c,11.56
11.478d,11.56
11.478d,11.57
11.478e,11.57
11.478f,11.57
11.479a,11.57
11.479b,11.57
11.479c,11.57
11.479c,11.58
11.479d,11.58
11.479e,11.58
11.479f,11.59
11.480a,11.59
11.480b,11.59
11.480b,11.60
11.480c,11.60
11.480d,11.60
11.480d,11.61
11.480e,11.61
11.480f,11.61
11.481a,11.61
11.481a,11.62
11.481b,11.62
11.481c,11.62
11.481d,11.62
11.481d,11.63
11.481e,11.63
11.481f,11.63
11.482a,11.63
11.482a,11.64
11.482b,11.64
11.482c,11.64
11.482d,11.64
11.482e,11.64
11.482e,11.65
11.482f,11.65
11.483a,11.65
11.483b,11.66
11.483c,11.66
11.483d,11.66
11.483e,11.66
11.483f,11.66
11.483f,11.67
11.484a,11.67
11.484b,11.67
11.484c,11.67
11.484c,11.68
11.484d,11.68
11.484e,11.68
11.484f,11.68
11.484f,11.69
11.484f,11.70
11.485a,11.70
11.485b,11.70
11.485c,11.70
11.485d,11.70
11.485e,11.70
11.485f,11.70
11.486a,11.70
11.486a,11.71
11.486b,11.71
11.486c,11.71
11.486c,11.72
11.486d,11.72
11.486e,11.72
11.486e,11.73
11.486f,11.73
11.487a,11.73
11.487b,11.73
11.487b,11.74
11.487c,11.74
11.487c,11.75
11.487d,11.75
11.487e,11.75
11.487f,11.75
11.487f,11.76
11.488a,11.76
11.488b,11.76
11.488c,11.76
11.488d,11.76
11.488d,11.77
11.488e,11.77
11.488f,11.77
11.489a,11.77
11.489b,11.77
11.489c,11.77
11.489c,11.78
11.489d,11.78
11.489e,11.78
11.489e,11.79
11.489f,11.79
11.490a,11.79
11.490b,11.79
11.490c,11.79
11.490d,11.79
11.490e,11.79
11.490e,11.80
11.490f,11.80
11.491a,11.80
11.491b,11.80
11.491c,11.80
11.491d,11.80
11.491d,11.81
11.491e,11.81
11.491f,11.81
11.492a,11.81
11.492a,11.82
11.492b,11.82
11.492c,11.82
11.492d,11.82
11.492d,11.83
11.492e,11.83
11.492f,11.83
11.492f,11.84
11.493a,11.84
11.493b,11.84
11.493c,11.84
11.493c,11.85
11.493d,11.85
11.493e,11.85
11.493f,11.85
11.494a,11.85
11.494b,11.85
11.494b,11.86
11.494b,11.87
11.494c,11.87
11.494d,11.87
11.494e,11.87
11.494f,11.87
11.494f,11.88
11.494f,11.89
11.495a,11.89
11.495a,11.90
11.495b,11.90
11.495c,11.90
11.495c,11.91
11.495d,11.91
11.495e,11.91
11.495e,11.92
11.495f,11.92
11.496a,11.92
11.496a,11.93
11.496b,11.93
11.496c,11.94
11.496d,11.94
11.496e,11.94
11.496e,11.95
11.496e,11.96
11.496f,11.96
11.496f,11.97
11.497a,11.97
11.497b,11.97
11.497c,11.97
11.497d,11.97
11.497e,11.97
11.497e,11.98
11.497f,11.98
11.498a,11.98
11.498a,11.99
11.498b,11.99
11.498c,11.99
11.498d,11.99
11.498e,11.99
11.498f,11.99
11.499a,11.99
11.499b,11.99
11.499b,11.100
11.499c,11.100
11.499d,11.100
11.499e,11.100
11.499e,11.101
11.499f,11.101
11.500a,11.101
11.500b,11.101
11.500c,11.101
11.500d,11.102
11.500e,11.102
11.500f,11.102
11.500f,11.103
11.501a,11.103
11.501b,11.103
11.501c,11.103
11.501d,11.103
11.501d,11.104
11.501e,11.104
11.501f,11.104
11.502a,11.104
11.502a,11.105
11.502b,11.105
11.502b,11.106
11.502b,11.107
11.502c,11.107
11.502c,11.108
11.502d,11.108
11.502e,11.108
11.502f,11.108
11.503a,11.108
11.503a,11.109
11.503b,11.109
11.503c,11.109
11.503d,11.109
11.503d,11.110
11.503e,11.110
11.503f,11.110
11.503f,11.111
11.504a,11.111
11.504b,11.111
11.504c,11.111
11.504d,11.111
11.504e,11.111
11.504e,11.112
11.504f,11.112
11.505a,11.112
11.505b,11.112
11.505c,11.112
11.505d,11.112
11.505d,11.113
11.505e,11.113
11.505f,11.113
11.506a,11.113
11.506a,11.114
11.506b,11.114
11.506c,11.114
11.506d,11.114
11.506d,11.115
11.506e,11.115
11.506f,11.115
11.507a,11.115
11.507a,11.116
11.507b,11.116
11.507c,11.116
11.507d,11.116
11.507e,11.116
11.507e,11.117
11.507f,11.117
11.508a,11.117
11.508b,11.117
11.508b,11.118
11.508c,11.118
11.508d,11.118
11.508d,11.119
11.508e,11.119
11.508f,11.119
11.509a,11.119
11.509b,11.119
11.509b,11.120
11.509c,11.120
11.509d,11.120
11.509e,11.120
12.510a,12.1
12.510b,12.1
12.510b,12.2
12.510c,12.2
12.510d,12.2
12.511a,12.2
12.511a,12.3
12.511b,12.3
12.511c,12.3
12.511d,12.3
12.511d,12.4
12.511e,12.4
12.511f,12.4
12.512a,12.4
12.512a,12.5
12.512b,12.5
12.512c,12.5
12.512d,12.5
12.512e,12.6
12.512f,12.6
12.513a,12.6
12.513a,12.7
12.513b,12.7
12.513c,12.7
12.513d,12.7
12.513e,12.7
12.513e,12.8
12.513f,12.8
12.514a,12.8
12.514b,12.8
12.514c,12.8
12.514c,12.9
12.514d,12.9
12.514e,12.9
12.514f,12.9
12.515a,12.9
12.515a,12.10
12.515b,12.10
12.515c,12.10
12.515d,12.10
12.515d,12.11
12.515e,12.11
12.515f,12.11
12.516a,12.11
12.516b,12.11
12.516c,12.11
12.516c,12.12
12.516d,12.12
12.516e,12.12
12.516f,12.12
12.517a,12.12
12.517b,12.13
12.517c,12.13
12.517d,12.14
12.517e,12.14
12.517f,12.14
12.518a,12.14
12.518b,12.14
12.518c,12.15
12.518d,12.15
12.518e,12.15
12.518e,12.16
12.518f,12.16
12.519a,12.16
12.519b,12.16
12.519b,12.17
12.519c,12.17
12.519d,12.17
12.519e,12.17
12.519e,12.18
12.519f,12.18
12.520a,12.18
12.520b,12.18
12.520c,12.18
12.520c,12.19
12.520d,12.19
12.520e,12.19
12.520f,12.19
12.521a,12.19
12.521b,12.19
12.521b,12.20
12.521c,12.20
12.521d,12.20
12.521d,12.21
12.521e,12.21
12.521f,12.21
12.522a,12.21
12.522a,12.22
12.522b,12.22
12.522c,12.22
12.522d,12.22
12.522d,12.23
12.522e,12.23
12.522f,12.23
12.522f,12.24
12.523a,12.24
12.523b,12.24
12.523b,12.25
12.523c,12.25
12.523d,12.25
12.523e,12.25
12.523e,12.26
12.523f,12.26
12.524a,12.26
12.524b,12.26
12.524c,12.26
12.524c,12.27
12.524d,12.27
12.524e,12.27
12.524f,12.27
12.524f,12.28
12.525a,12.28
12.525b,12.28
12.525b,12.29
12.525c,12.29
12.525d,12.29
12.525e,12.29
12.525e,12.30
12.525f,12.30
12.526a,12.30
12.526a,12.31
12.526b,12.31
12.526c,12.31
12.526d,12.31
12.526d,12.32
12.526e,12.32
12.526f,12.32
12.527a,12.32
12.527a,12.33
12.527b,12.33
12.527c,12.33
12.527c,12.34
12.527d,12.34
12.527e,12.34
12.527e,12.35
12.527f,12.35
12.528a,12.35
12.528a,12.36
12.528b,12.36
12.528c,12.36
12.528c,12.37
12.528d,12.37
12.528e,12.37
12.528e,12.38
12.528f,12.38
12.529a,12.38
12.529b,12.38
12.529c,12.38
12.529d,12.38
12.529d,12.39
12.529e,12.39
12.529f,12.39
12.530a,12.39
12.530b,12.39
12.530c,12.39
12.530c,12.40
12.530d,12.40
12.530e,12.40
12.530f,12.40
12.531a,12.40
12.531a,12.41
12.531b,12.41
12.531c,12.41
12.531d,12.41
12.531e,12.41
12.531e,12.42
12.531f,12.42
12.532a,12.42
12.532a,12.43
12.532b,12.43
12.532c,12.43
12.532d,12.43
12.532e,12.43
12.532f,12.43
12.532f,12.44
12.533a,12.44
12.533b,12.44
12.533c,12.44
12.533c,12.45
12.533d,12.45
12.533e,12.45
12.533e,12.46
12.533f,12.46
12.534a,12.46
12.534b,12.46
12.534b,12.47
12.534c,12.47
12.534d,12.47
12.534e,12.47
12.534f,12.47
12.534f,12.48
12.535a,12.48
12.535b,12.48
12.535c,12.48
12.535c,12.49
12.535d,12.49
12.535e,12.49
12.535e,12.50
12.535f,12.50
12.536a,12.50
12.536b,12.50
12.536b,12.51
12.536c,12.51
12.536d,12.51
12.536e,12.51
12.536f,12.52
12.537a,12.52
12.537b,12.52
12.537c,12.52
12.537d,12.53
12.537e,12.53
12.537f,12.53
12.538a,12.53
12.538b,12.53
12.538b,12.54
12.538c,12.54
12.538d,12.54
12.538e,12.54
12.538f,12.54
12.539a,12.54
12.539a,12.55
12.539b,12.55
12.539c,12.55
12.539d,12.55
12.539e,12.55
12.539f,12.55
12.540a,12.55
12.540a,12.56
12.540b,12.56
12.540c,12.56
12.540c,12.57
12.540d,12.57
12.540e,12.57
12.540f,12.57
12.541a,12.57
12.541a,12.58
12.541b,12.58
12.541c,12.58
12.541d,12.58
12.541e,12.58
12.541e,12.59
12.541f,12.59
12.542a,12.59
12.542b,12.59
12.542b,12.60
12.542c,12.60
12.542d,12.60
12.542e,12.60
12.542f,12.60
12.543a,12.60
12.543a,12.61
12.543b,12.61
12.543c,12.61
12.543c,12.62
12.543d,12.62
12.543e,12.62
12.543f,12.62
12.544a,12.62
12.544a,12.63
12.544b,12.63
12.544c,12.63
12.544d,12.63
12.544e,12.63
12.544f,12.63
12.545a,12.63
12.545a,12.64
12.545b,12.64
12.545c,12.64
12.545d,12.64
12.545e,12.64
12.545f,12.64
12.545f,12.65
12.546a,12.65
12.546b,12.65
12.546c,12.65
12.546c,12.66
12.546d,12.66
12.546e,12.67
12.546f,12.67
12.547a,12.67
12.547a,12.68
12.547b,12.68
12.547c,12.68
12.547d,12.69
12.547e,12.69
12.547f,12.69
12.548a,12.69
12.548b,12.69
12.548b,12.70
12.548c,12.70
12.548c,12.71
12.548d,12.71
12.548e,12.71
12.548f,12.71
12.548f,12.72
12.549a,12.72
12.549b,12.72
12.549c,12.72
12.549d,12.72
12.549d,12.73
12.549e,12.73
12.549f,12.73
12.550a,12.73
12.550b,12.73
12.550b,12.74
12.550c,12.74
12.550d,12.74
12.550e,12.74
12.550f,12.74
12.550f,12.75
12.551a,12.75
12.551b,12.75
12.551c,12.75
12.551d,12.76
12.551e,12.76
12.551f,12.76
12.552a,12.76
12.552b,12.76
12.552b,12.77
12.552c,12.77
12.552d,12.77
12.552e,12.77
12.552f,12.77
12.553a,12.77
12.553a,12.78
12.553b,12.78
12.553c,12.78
12.553d,12.78
12.553e,12.78
12.553e,12.79
12.553f,12.79
12.554a,12.79
12.554b,12.79
12.554c,12.80
12.554d,12.80
12.554e,12.80
12.554e,12.81
12.554f,12.81
13.555a,13.1
13.555b,13.1
13.555b,13.2
13.555c,13.2
13.555d,13.2
13.556a,13.2
13.556b,13.2
13.556b,13.3
13.556c,13.3
13.556d,13.3
13.556e,13.3
13.556e,13.4
13.556f,13.4
13.557a,13.4
13.557b,13.4
13.557b,13.5
13.557c,13.5
13.557d,13.5
13.557e,13.5
13.557e,13.6
13.557f,13.6
13.558a,13.6
13.558b,13.6
13.558c,13.6
13.558d,13.6
13.558e,13.6
13.558e,13.7
13.558f,13.7
13.559a,13.7
13.559b,13.7
13.559b,13.8
13.559c,13.8
13.559d,13.8
13.559e,13.8
13.559f,13.8
13.559f,13.9
13.560a,13.9
13.560b,13.10
13.560c,13.10
13.560d,13.10
13.560e,13.10
13.560f,13.10
13.561a,13.11
13.561b,13.11
13.561c,13.11
13.561c,13.12
13.561d,13.12
13.561e,13.12
13.561f,13.12
13.562a,13.12
13.562a,13.13
13.562b,13.13
13.562c,13.13
13.562d,13.13
13.562e,13.13
13.562e,13.14
13.562f,13.14
13.563a,13.14
13.563b,13.14
13.563c,13.14
13.563d,13.14
13.563d,13.15
13.563e,13.15
13.563f,13.15
13.563f,13.16
13.564a,13.16
13.564b,13.16
13.564c,13.16
13.564c,13.17
13.564d,13.17
13.564e,13.17
13.564f,13.17
13.564f,13.18
13.565a,13.18
13.565b,13.18
13.565c,13.18
13.565d,13.18
13.565d,13.19
13.565e,13.19
13.565f,13.19
13.565f,13.20
13.566a,13.20
13.566b,13.20
13.566c,13.20
13.566d,13.20
13.566e,13.20
13.566e,13.21
13.566f,13.21
13.567a,13.21
13.567b,13.21
13.567c,13.21
13.567d,13.21
13.567d,13.22
13.567e,13.22
13.567f,13.22
13.568a,13.23
13.568b,13.23
13.568c,13.23
13.568d,13.23
13.568d,13.24
13.568e,13.24
13.568f,13.24
13.569a,13.24
13.569b,13.24
13.569c,13.24
13.569d,13.24
13.569d,13.25
13.569e,13.25
13.569f,13.25
13.570a,13.25
13.570b,13.25
13.570b,13.26
13.570c,13.26
13.570d,13.26
13.570e,13.26
13.570e,13.27
13.570f,13.27
13.571a,13.27
13.571b,13.27
13.571b,13.28
13.571c,13.28
13.571d,13.28
13.571e,13.28
13.571e,13.29
13.571f,13.29
13.572a,13.29
13.572b,13.29
13.572b,13.30
13.572c,13.30
13.572d,13.30
13.572d,13.31
13.572e,13.31
13.572f,13.31
13.573a,13.31
13.573b,13.31
13.573b,13.32
13.573c,13.32
13.573d,13.32
13.573e,13.32
13.573e,13.33
13.573f,13.33
13.574a,13.33
13.574b,13.33
13.574c,13.33
13.574c,13.34
13.574d,13.34
13.574e,13.34
13.574f,13.34
13.575a,13.34
13.575a,13.35
13.575b,13.35
13.575c,13.35
13.575d,13.35
13.575e,13.35
13.575f,13.35
13.575f,13.36
13.576a,13.36
13.576b,13.36
13.576c,13.37
13.576d,13.37
13.576e,13.37
13.576f,13.37
13.577a,13.37
13.577a,13.38
13.577b,13.38
13.577c,13.38
13.577d,13.38
13.577d,13.39
13.577e,13.39
13.577f,13.39
13.577f,13.40
13.578a,13.40
13.578b,13.40
13.578b,13.41
13.578c,13.41
13.578d,13.41
13.578e,13.41
13.578e,13.42
13.578f,13.42
13.579a,13.42
13.579b,13.42
13.579c,13.42
13.579d,13.42
13.579d,13.43
13.579e,13.43
13.579f,13.43
13.580a,13.43
13.580b,13.43
13.580c,13.43
13.580d,13.43
13.580e,13.43
13.580f,13.43
13.581a,13.43
13.581a,13.44
13.581b,13.44
13.581c,13.44
13.581d,13.44
13.581e,13.44
13.581f,13.44
13.582a,13.44
13.582b,13.44
13.582c,13.44
13.582c,13.45
13.582d,13.45
13.582e,13.45
13.582f,13.45
13.583a,13.45
13.583b,13.45
13.583c,13.45
13.583d,13.45
13.583d,13.46
13.583e,13.46
13.583f,13.46
13.584a,13.46
13.584b,13.46
13.584b,13.47
13.584c,13.47
13.584d,13.47
13.584e,13.47
13.584f,13.47
13.584f,13.48
13.585a,13.48
13.585b,13.48
13.585b,13.49
13.585c,13.49
13.585d,13.49
13.585e,13.49
13.585f,13.49
13.585f,13.50
13.586a,13.50
13.586b,13.50
13.586c,13.50
13.586d,13.50
13.586e,13.51
13.586f,13.51
13.587a,13.51
13.587b,13.51
13.587c,13.51
13.587c,13.52
13.587d,13.52
13.587e,13.52
13.587f,13.52
13.587f,13.53
13.588a,13.53
13.588b,13.53
13.588b,13.54
13.588c,13.54
13.588d,13.54
13.588e,13.54
13.588e,13.55
13.588f,13.55
13.589a,13.55
13.589b,13.55
13.589c,13.55
13.589c,13.56
13.589d,13.56
13.589e,13.56
13.589f,13.56
13.590a,13.56
13.590a,13.57
13.590b,13.57
13.590c,13.57
13.590c,13.58
13.590d,13.58
13.590d,13.59
13.590e,13.59
13.590f,13.59
13.591a,13.59
13.591b,13.59
13.591c,13.59
13.591c,13.60
13.591d,13.60
13.591e,13.60
13.591f,13.60
13.591f,13.61
13.592a,13.61
13.592b,13.61
13.592b,13.62
13.592c,13.62
13.592d,13.62
13.592e,13.62
13.592e,13.63
13.592f,13.63
13.593a,13.63
13.593a,13.64
13.593b,13.64
13.593c,13.64
13.593d,13.64
13.593e,13.64
13.593e,13.65
13.593f,13.65
13.594a,13.65
13.594b,13.65
13.594b,13.66
13.594c,13.66
13.594d,13.66
13.594d,13.67
13.594e,13.67
13.594f,13.67
13.595a,13.67
13.595b,13.67
13.595c,13.67
13.595d,13.67
13.595d,13.68
13.595e,13.68
13.595f,13.68
13.596a,13.68
13.596b,13.68
13.596b,13.69
13.596c,13.69
13.596d,13.69
13.596e,13.69
13.596e,13.70
13.596f,13.70
13.597a,13.70
13.597b,13.70
13.597b,13.71
13.597c,13.71
13.597d,13.71
13.597e,13.71
13.597f,13.71
13.598a,13.71
13.598b,13.71
13.598c,13.71
13.598d,13.71
13.598e,13.71
13.598f,13.71
13.599a,13.71
13.599b,13.71
13.599c,13.72
13.599d,13.72
13.599e,13.72
13.599f,13.72
13.599f,13.73
13.600a,13.73
13.600b,13.73
13.600b,13.74
13.600c,13.74
13.600d,13.74
13.600e,13.74
13.600f,13.75
13.601a,13.75
13.601b,13.75
13.601b,13.76
13.601c,13.76
13.601d,13.76
13.601e,13.76
13.601e,13.77
13.601f,13.77
13.602a,13.78
13.602b,13.78
13.602c,13.78
13.602d,13.78
13.602d,13.79
13.602e,13.79
13.602f,13.79
13.603a,13.79
13.603a,13.80
13.603b,13.80
13.603c,13.80
13.603d,13.80
13.603e,13.80
13.603e,13.81
13.603f,13.81
13.604a,13.81
13.604b,13.81
13.604c,13.81
13.604d,13.81
13.604d,13.82
